
0, 102.545, 0.0700163, 1, 99.1971, 23.4203, 2, 109.865, 32.9336, 3, 100.539, 28.4399, 4, 94.5771, 3.67609, 5, 97.8249, 39.5608, 6, 95.1161, 0.376438, 7, 104.287, 24.0906, 8, 94.0863, 18.0515, 9, 112.102, 31.3526, 10, 109.068, 35.0589, 11, 85.694, 21.5941, 12, 88.3872, 34.5093, 13, 119.984, 39.8915, 14, 11.911, 90.6516, 15, 3.72489, 95.0362, 16, 36.7715, 80.3532, 17, 27.6673, 103.518, 18, 8.23433, 99.3988, 19, 37.9862, 98.3202, 20, 15.4294, 103.963, 21, 14.4734, 102.894, 22, 32.1352, 97.0066, 23, 13.8423, 110.059, 24, 2.56156, 99.6768, 25, 38.0033, 85.8998, 26, 12.1419, 107.714, 27, 27.3471, 118.661, 28, 23.3017, 112.864, 29, 19.0303, 112.685
0, 102.547, 0.109948, 1, 99.2015, 23.46, 2, 109.866, 32.9736, 3, 100.533, 28.4795, 4, 94.5751, 3.71605, 5, 97.8193, 39.6004, 6, 95.1178, 0.416402, 7, 104.288, 24.1306, 8, 94.0891, 18.0914, 9, 112.096, 31.3922, 10, 109.07, 35.0988, 11, 85.695, 21.6341, 12, 88.3936, 34.5488, 13, 119.978, 39.931, 14, 11.9505, 90.6576, 15, 3.76477, 95.0392, 16, 36.8114, 80.3563, 17, 27.7072, 103.52, 18, 8.27425, 99.4012, 19, 38.026, 98.3239, 20, 15.4694, 103.964, 21, 14.5132, 102.89, 22, 32.1752, 97.0075, 23, 13.8819, 110.054, 24, 2.60152, 99.6787, 25, 38.0433, 85.8998, 26, 12.1818, 107.711, 27, 27.3864, 118.653, 28, 23.3411, 112.857, 29, 19.0698, 112.678
0, 102.55, 0.169846, 1, 99.2081, 23.5196, 2, 109.868, 33.0335, 3, 100.525, 28.5389, 4, 94.5722, 3.77597, 5, 97.811, 39.6598, 6, 95.1203, 0.476347, 7, 104.289, 24.1905, 8, 94.0934, 18.1513, 9, 112.088, 31.4517, 10, 109.073, 35.1588, 11, 85.6964, 21.6941, 12, 88.4032, 34.608, 13, 119.968, 39.9902, 14, 12.0098, 90.6668, 15, 3.8246, 95.0437, 16, 36.8712, 80.3611, 17, 27.7671, 103.524, 18, 8.33414, 99.4048, 19, 38.0858, 98.3293, 20, 15.5293, 103.966, 21, 14.5729, 102.883, 22, 32.2352, 97.0088, 23, 13.9414, 110.046, 24, 2.66145, 99.6815, 25, 38.1033, 85.8997, 26, 12.2417, 107.707, 27, 27.4453, 118.642, 28, 23.4002, 112.846, 29, 19.129, 112.668
0, 102.555, 0.248206, 1, 99.2167, 23.5977, 2, 109.871, 33.112, 3, 100.514, 28.6167, 4, 94.5684, 3.85438, 5, 97.8, 39.7376, 6, 95.1237, 0.554775, 7, 104.29, 24.269, 8, 94.0989, 18.2296, 9, 112.078, 31.5295, 10, 109.077, 35.2372, 11, 85.6982, 21.7726, 12, 88.4158, 34.6855, 13, 119.955, 40.0676, 14, 12.0874, 90.6787, 15, 3.90287, 95.0497, 16, 36.9495, 80.3673, 17, 27.8454, 103.529, 18, 8.4125, 99.4096, 19, 38.1639, 98.3364, 20, 15.6078, 103.968, 21, 14.6509, 102.875, 22, 32.3137, 97.0105, 23, 14.0192, 110.035, 24, 2.73987, 99.6852, 25, 38.1818, 85.8996, 26, 12.32, 107.702, 27, 27.5224, 118.627, 28, 23.4775, 112.833, 29, 19.2065, 112.656
0, 102.56, 0.340424, 1, 99.2269, 23.6895, 2, 109.874, 33.2043, 3, 100.501, 28.7082, 4, 94.5639, 3.94665, 5, 97.7871, 39.829, 6, 95.1276, 0.64707, 7, 104.291, 24.3614, 8, 94.1055, 18.3217, 9, 112.066, 31.621, 10, 109.081, 35.3294, 11, 85.7004, 21.8649, 12, 88.4305, 34.7767, 13, 119.94, 40.1587, 14, 12.1787, 90.6928, 15, 3.99499, 95.0567, 16, 37.0416, 80.3747, 17, 27.9376, 103.534, 18, 8.50471, 99.4152, 19, 38.2559, 98.3447, 20, 15.7001, 103.971, 21, 14.7427, 102.865, 22, 32.406, 97.0125, 23, 14.1107, 110.023, 24, 2.83215, 99.6895, 25, 38.2742, 85.8994, 26, 12.4121, 107.695, 27, 27.6131, 118.609, 28, 23.5685, 112.817, 29, 19.2976, 112.641
0, 102.566, 0.443028, 1, 99.2382, 23.7917, 2, 109.877, 33.307, 3, 100.487, 28.81, 4, 94.5588, 4.04931, 5, 97.7728, 39.9308, 6, 95.132, 0.749759, 7, 104.293, 24.4642, 8, 94.1127, 18.4242, 9, 112.052, 31.7229, 10, 109.086, 35.4321, 11, 85.7028, 21.9677, 12, 88.4469, 34.8782, 13, 119.923, 40.26, 14, 12.2803, 90.7084, 15, 4.09748, 95.0645, 16, 37.144, 80.3828, 17, 28.0402, 103.541, 18, 8.6073, 99.4214, 19, 38.3583, 98.354, 20, 15.8029, 103.975, 21, 14.8449, 102.854, 22, 32.5088, 97.0148, 23, 14.2126, 110.009, 24, 2.93482, 99.6943, 25, 38.377, 85.8993, 26, 12.5146, 107.688, 27, 27.714, 118.59, 28, 23.6697, 112.799, 29, 19.399, 112.624
0, 102.573, 0.553428, 1, 99.2503, 23.9016, 2, 109.881, 33.4176, 3, 100.472, 28.9195, 4, 94.5534, 4.15977, 5, 97.7574, 40.0403, 6, 95.1367, 0.86025, 7, 104.295, 24.5747, 8, 94.1205, 18.5346, 9, 112.037, 31.8325, 10, 109.092, 35.5425, 11, 85.7055, 22.0782, 12, 88.4646, 34.9874, 13, 119.904, 40.3691, 14, 12.3896, 90.7253, 15, 4.20775, 95.0729, 16, 37.2543, 80.3916, 17, 28.1506, 103.548, 18, 8.71769, 99.4281, 19, 38.4684, 98.364, 20, 15.9134, 103.978, 21, 14.9549, 102.842, 22, 32.6193, 97.0172, 23, 14.3222, 109.994, 24, 3.04529, 99.6995, 25, 38.4876, 85.8991, 26, 12.6249, 107.68, 27, 27.8225, 118.569, 28, 23.7786, 112.78, 29, 19.5081, 112.606
0, 102.58, 0.669674, 1, 99.2631, 24.0173, 2, 109.885, 33.5339, 3, 100.456, 29.0348, 4, 94.5477, 4.27608, 5, 97.7411, 40.1556, 6, 95.1417, 0.976586, 7, 104.296, 24.6911, 8, 94.1288, 18.6507, 9, 112.022, 31.948, 10, 109.097, 35.6588, 11, 85.7082, 22.1946, 12, 88.4832, 35.1023, 13, 119.885, 40.4839, 14, 12.5047, 90.743, 15, 4.32385, 95.0817, 16, 37.3703, 80.4008, 17, 28.2668, 103.555, 18, 8.83392, 99.4352, 19, 38.5844, 98.3745, 20, 16.0298, 103.982, 21, 15.0706, 102.829, 22, 32.7358, 97.0198, 23, 14.4376, 109.979, 24, 3.16161, 99.7049, 25, 38.604, 85.8989, 26, 12.7411, 107.672, 27, 27.9368, 118.546, 28, 23.8933, 112.76, 29, 19.623, 112.587
0, 102.587, 0.7903, 1, 99.2763, 24.1374, 2, 109.889, 33.6547, 3, 100.44, 29.1545, 4, 94.5418, 4.39678, 5, 97.7243, 40.2752, 6, 95.1468, 1.0973, 7, 104.298, 24.8119, 8, 94.1373, 18.7713, 9, 112.006, 32.0677, 10, 109.103, 35.7795, 11, 85.7111, 22.3154, 12, 88.5025, 35.2216, 13, 119.865, 40.6031, 14, 12.6241, 90.7614, 15, 4.44432, 95.0908, 16, 37.4908, 80.4104, 17, 28.3874, 103.562, 18, 8.95452, 99.4425, 19, 38.7047, 98.3854, 20, 16.1505, 103.986, 21, 15.1908, 102.816, 22, 32.8566, 97.0224, 23, 14.5573, 109.963, 24, 3.28231, 99.7106, 25, 38.7249, 85.8987, 26, 12.8616, 107.663, 27, 28.0554, 118.523, 28, 24.0123, 112.739, 29, 19.7423, 112.568
0, 102.594, 0.914207, 1, 99.2899, 24.2608, 2, 109.893, 33.7787, 3, 100.422, 29.2775, 4, 94.5357, 4.52076, 5, 97.707, 40.3981, 6, 95.1521, 1.2213, 7, 104.3, 24.936, 8, 94.1461, 18.8951, 9, 111.989, 32.1908, 10, 109.109, 35.9035, 11, 85.714, 22.4395, 12, 88.5224, 35.3441, 13, 119.844, 40.7255, 14, 12.7468, 90.7803, 15, 4.56807, 95.1003, 16, 37.6145, 80.4202, 17, 28.5113, 103.57, 18, 9.07841, 99.4501, 19, 38.8284, 98.3966, 20, 16.2746, 103.99, 21, 15.3142, 102.802, 22, 32.9807, 97.0252, 23, 14.6803, 109.946, 24, 3.40631, 99.7164, 25, 38.849, 85.8985, 26, 12.9854, 107.655, 27, 28.1773, 118.5, 28, 24.1346, 112.718, 29, 19.8648, 112.547
