-0.498797,-1.09515,0.299648,-1.09501,-0.0995809,-1.09502,-0.0993994,-1.49569,-0.498862,-1.49576,-0.554629,4.00189,0.299485,-1.49569
-0.497601,-1.09029,0.299303,-1.09002,-0.0991689,-1.0887,-0.09902,-1.49061,-0.497821,-1.49087,-0.559259,4.00378,0.299178,-1.4907
-0.496403,-1.08544,0.298955,-1.08504,-0.0987523,-1.08319,-0.0986609,-1.48503,-0.496781,-1.48598,-0.563888,4.00567,0.298875,-1.48571
-0.495209,-1.08058,0.298612,-1.08005,-0.0983365,-1.07754,-0.0983026,-1.47962,-0.495743,-1.48109,-0.568517,4.00756,0.298571,-1.48072
-0.494016,-1.07573,0.29827,-1.07506,-0.0979205,-1.07192,-0.097945,-1.47412,-0.494706,-1.4762,-0.573146,4.00945,0.298269,-1.47573
-0.492825,-1.07087,0.297929,-1.07007,-0.0975046,-1.06628,-0.0975874,-1.46862,-0.49367,-1.47131,-0.577776,4.01134,0.297968,-1.47074
-0.491635,-1.06602,0.29759,-1.06508,-0.0970887,-1.06065,-0.09723,-1.46309,-0.492636,-1.46642,-0.582405,4.01323,0.297668,-1.46575
-0.490447,-1.06116,0.297252,-1.0601,-0.0966728,-1.05502,-0.0968725,-1.45754,-0.491603,-1.46153,-0.587034,4.01512,0.297369,-1.46076
-0.48926,-1.05631,0.296915,-1.05511,-0.0962569,-1.04938,-0.0965152,-1.45199,-0.490571,-1.45663,-0.591663,4.01701,0.297072,-1.45577
-0.488074,-1.05145,0.296579,-1.05012,-0.095841,-1.04375,-0.0961578,-1.44643,-0.48954,-1.45174,-0.596293,4.0189,0.296775,-1.45078
-0.486889,-1.0466,0.296245,-1.04513,-0.0954251,-1.03811,-0.0958005,-1.44086,-0.48851,-1.44685,-0.600922,4.02079,0.29648,-1.44578
-0.485706,-1.04174,0.295912,-1.04014,-0.0950092,-1.03247,-0.0954432,-1.43529,-0.487481,-1.44196,-0.605551,4.02268,0.296185,-1.44079
-0.484524,-1.03688,0.29558,-1.03516,-0.0945933,-1.02684,-0.095086,-1.42971,-0.486454,-1.43707,-0.61018,4.02457,0.295892,-1.4358
-0.483343,-1.03203,0.29525,-1.03017,-0.0941774,-1.0212,-0.0947287,-1.42413,-0.485427,-1.43217,-0.61481,4.02646,0.2956,-1.43081
-0.482163,-1.02717,0.294921,-1.02518,-0.0937615,-1.01557,-0.0943715,-1.41855,-0.484402,-1.42728,-0.619439,4.02835,0.295308,-1.42582
-0.480985,-1.02231,0.294593,-1.02019,-0.0933456,-1.00993,-0.0940142,-1.41296,-0.483377,-1.42239,-0.624068,4.03024,0.295018,-1.42083
-0.479808,-1.01746,0.294266,-1.0152,-0.0929297,-1.0043,-0.093657,-1.40738,-0.482354,-1.4175,-0.628697,4.03212,0.294729,-1.41584
-0.478632,-1.0126,0.293941,-1.01021,-0.0925138,-0.998668,-0.0932997,-1.40179,-0.481332,-1.4126,-0.633327,4.03401,0.294442,-1.41085
-0.477458,-1.00774,0.293616,-1.00523,-0.0920979,-0.993037,-0.0929425,-1.3962,-0.480311,-1.40771,-0.637956,4.0359,0.294155,-1.40586
-0.476284,-1.00288,0.293293,-1.00024,-0.0916819,-0.987407,-0.0925853,-1.39061,-0.479291,-1.40282,-0.642585,4.03779,0.293869,-1.40086
-0.475112,-0.998026,0.292972,-0.995248,-0.091266,-0.981778,-0.092228,-1.38503,-0.478273,-1.39792,-0.647214,4.03968,0.293584,-1.39587
-0.473942,-0.993168,0.292651,-0.99026,-0.0908501,-0.976151,-0.0918708,-1.37944,-0.477255,-1.39303,-0.651844,4.04157,0.293301,-1.39088
-0.472772,-0.98831,0.292332,-0.985271,-0.0904341,-0.970524,-0.0915135,-1.37385,-0.476238,-1.38814,-0.656473,4.04346,0.293018,-1.38589
-0.471603,-0.983452,0.292013,-0.980283,-0.0900182,-0.964899,-0.0911563,-1.36826,-0.475223,-1.38324,-0.661102,4.04535,0.292737,-1.3809
-0.470436,-0.978593,0.291696,-0.975294,-0.0896023,-0.959275,-0.090799,-1.36267,-0.474208,-1.37835,-0.665731,4.04724,0.292456,-1.37591
-0.46927,-0.973735,0.291381,-0.970306,-0.0891863,-0.953653,-0.0904417,-1.35708,-0.473195,-1.37345,-0.670361,4.04913,0.292177,-1.37092
-0.468105,-0.968876,0.291066,-0.965317,-0.0887703,-0.948031,-0.0900845,-1.3515,-0.472183,-1.36856,-0.67499,4.05102,0.291899,-1.36593
-0.466901,-0.964023,0.290753,-0.960328,-0.0883881,-0.943046,-0.0897272,-1.34591,-0.471171,-1.36367,-0.679619,4.05291,0.291622,-1.36094
-0.465697,-0.95917,0.2904,-0.955341,-0.0879656,-0.938064,-0.0893684,-1.34051,-0.470161,-1.35877,-0.684248,4.0548,0.291345,-1.35594
-0.464492,-0.954318,0.290047,-0.950353,-0.087543,-0.933082,-0.0890095,-1.33512,-0.469153,-1.35388,-0.688878,4.05669,0.291071,-1.35095
-0.463288,-0.949465,0.289694,-0.945365,-0.0871205,-0.9281,-0.0886506,-1.32975,-0.468146,-1.34898,-0.693507,4.05858,0.290798,-1.34596
-0.462084,-0.944612,0.28934,-0.940378,-0.086698,-0.923118,-0.0882884,-1.32476,-0.467103,-1.34409,-0.698136,4.06047,0.29049,-1.34097
-0.460879,-0.939759,0.288987,-0.93539,-0.0862755,-0.918135,-0.0879262,-1.31977,-0.466061,-1.3392,-0.702765,4.06236,0.290182,-1.33598
-0.459675,-0.934907,0.288634,-0.930403,-0.0858529,-0.913153,-0.087564,-1.31479,-0.465019,-1.33431,-0.707395,4.06425,0.289874,-1.33099
-0.45847,-0.930054,0.288281,-0.925415,-0.0854304,-0.908171,-0.0872018,-1.3098,-0.463977,-1.32942,-0.712024,4.06614,0.289566,-1.326
-0.457266,-0.925201,0.287928,-0.920428,-0.0850079,-0.903189,-0.0868396,-1.30481,-0.462934,-1.32453,-0.716653,4.06803,0.289258,-1.32101
-0.456062,-0.920348,0.287575,-0.91544,-0.0845854,-0.898207,-0.0864774,-1.29983,-0.461892,-1.31964,-0.721282,4.06992,0.28895,-1.31602
-0.454857,-0.915495,0.287222,-0.910453,-0.0841629,-0.893225,-0.0861152,-1.29484,-0.46085,-1.31475,-0.725912,4.07181,0.288642,-1.31103
-0.453653,-0.910643,0.286869,-0.905465,-0.0837403,-0.888243,-0.085753,-1.28985,-0.459807,-1.30986,-0.730541,4.0737,0.288334,-1.30604
-0.452449,-0.90579,0.286516,-0.900478,-0.0833178,-0.883261,-0.0853908,-1.28486,-0.458765,-1.30497,-0.73517,4.07559,0.288026,-1.30105
-0.451244,-0.900937,0.286163,-0.89549,-0.0828953,-0.878279,-0.0850286,-1.27988,-0.457723,-1.30008,-0.739799,4.07748,0.287718,-1.29606
