-55.925854,400.37793,-49.882057,-149.648438,-9.928383,-149.641724,-9.9191,-109.003532,-49.879967,-109.029808,29.929621,-109.00248,29.93899,-149.641449,
-56.388779,400.566925,-49.786842,-149.197861,-9.892612,-149.180679,-9.879271,-108.505295,-49.780247,-108.544815,29.8955,-108.503723,29.908478,-149.179993,
-56.851704,400.75589,-49.683723,-148.708817,-9.85673,-148.681976,-9.840921,-108.007065,-49.672421,-108.059776,29.862858,-108.004967,29.877863,-148.680939,
-57.314629,400.944855,-49.579678,-148.219757,-9.820848,-148.183258,-9.803991,-107.508827,-49.56266,-107.574738,29.831636,-107.506203,29.847246,-148.181885,
-57.777554,401.13382,-49.475632,-147.730713,-9.784966,-147.684555,-9.76853,-106.754921,-49.454102,-107.089737,29.801777,-107.007446,29.816631,-147.682816,
-58.240479,401.322784,-49.371834,-147.241653,-9.750299,-146.999603,-9.732722,-106.058571,-49.33511,-106.604996,29.766523,-106.508682,29.787231,-147.183762,
-58.703403,401.51178,-49.267788,-146.752594,-9.715461,-146.351654,-9.695549,-105.367638,-49.21664,-106.120277,29.73127,-106.009926,29.756611,-146.684708,
-59.166328,401.700745,-49.163742,-146.263535,-9.680795,-145.715149,-9.657814,-104.674019,-49.099129,-105.635727,29.696018,-105.511162,29.725992,-146.185654,
-59.629257,401.889648,-49.059986,-145.774521,-9.646236,-145.075027,-9.620053,-103.975006,-48.982506,-105.151352,29.661539,-105.012527,29.695848,-145.686646,
-60.092182,402.078613,-48.957249,-145.285614,-9.611697,-144.426071,-9.58231,-103.271126,-48.86668,-104.667175,29.627844,-104.514015,29.666677,-145.187729,
-60.555107,402.267548,-48.855438,-144.796844,-9.577174,-143.769684,-9.544585,-102.563026,-48.751583,-104.183182,29.594862,-104.015648,29.638401,-144.68895,
-61.018032,402.456512,-48.75449,-144.308228,-9.542667,-143.106842,-9.506878,-101.851273,-48.637138,-103.699387,29.562531,-103.517426,29.610956,-144.190292,
-61.480957,402.645447,-48.654331,-143.819748,-9.508173,-142.4384,-9.469187,-101.13636,-48.523281,-103.215775,29.530781,-103.019333,29.58428,-143.691788,
-61.943882,402.834412,-48.554905,-143.331436,-9.473693,-141.765076,-9.431515,-100.418724,-48.409939,-102.732361,29.499554,-102.521385,29.55831,-143.19342,
-62.406807,403.023346,-48.456142,-142.843277,-9.439225,-141.087479,-9.39386,-99.698753,-48.297054,-102.24913,29.468796,-102.023567,29.532993,-142.69519,
-62.869732,403.212311,-48.35799,-142.35527,-9.404769,-140.406143,-9.356222,-98.976799,-48.184566,-101.766083,29.438448,-101.525879,29.508268,-142.197098,
-63.332661,403.401245,-48.260391,-141.867416,-9.370325,-139.721542,-9.318604,-98.253159,-48.072414,-101.283203,29.408461,-101.028313,29.484091,-141.699142,
-63.795586,403.59021,-48.163288,-141.379715,-9.335892,-139.034103,-9.281003,-97.528114,-47.960548,-100.800491,29.378784,-100.530861,29.460403,-141.20134,
-64.258507,403.779114,-48.066635,-140.892166,-9.30147,-138.344177,-9.243421,-96.801918,-47.848919,-100.317932,29.349371,-100.033531,29.43716,-140.703674,
-64.721436,403.968109,-47.970379,-140.40477,-9.267059,-137.652115,-9.205857,-96.074791,-47.737476,-99.835518,29.320177,-99.536308,29.414314,-140.206161,
-65.184364,404.157013,-47.87447,-139.917511,-9.232661,-136.958176,-9.168313,-95.346924,-47.626171,-99.353249,29.291162,-99.039185,29.391823,-139.708771,
-65.647285,404.345978,-47.778873,-139.430405,-9.198274,-136.262665,-9.13079,-94.618523,-47.514961,-98.871109,29.26228,-98.542152,29.369644,-139.211517,
-66.110214,404.534912,-47.683537,-138.94342,-9.163898,-135.565811,-9.093286,-93.88974,-47.403809,-98.389084,29.233498,-98.045204,29.347736,-138.714371,
-66.573135,404.723877,-47.588425,-138.456573,-9.129533,-134.867813,-9.055801,-93.160721,-47.292671,-97.907166,29.204777,-97.548332,29.326061,-138.217346,
-67.036064,404.912811,-47.4935,-137.969833,-9.09518,-134.168869,-9.018337,-92.431602,-47.181519,-97.425339,29.176086,-97.051529,29.304585,-137.720459,
-67.498985,405.101776,-47.398724,-137.483215,-9.060838,-133.469177,-8.980881,-91.702454,-47.070358,-96.94352,29.147392,-96.554787,29.283274,-137.223663,
-67.961914,405.29071,-47.304058,-136.996704,-9.026507,-132.768875,-8.943423,-90.973312,-46.959194,-96.461731,29.118696,-96.058052,29.262093,-136.726974,
-68.424835,405.479675,-47.209473,-136.510284,-8.992189,-132.068115,-8.905967,-90.244171,-46.848022,-95.979965,29.089996,-95.561333,29.241011,-136.230392,
-68.887764,405.668579,-47.114937,-136.023972,-8.957883,-131.367035,-8.868509,-89.515022,-46.736843,-95.498222,29.061295,-95.064621,29.219999,-135.733871,
-69.350693,405.857574,-47.020424,-135.53775,-8.923589,-130.665741,-8.831053,-88.785881,-46.625656,-95.016502,29.032589,-94.567924,29.199032,-135.237473,
-69.813614,406.046478,-46.9259,-135.05159,-8.889307,-129.964371,-8.793595,-88.05674,-46.514465,-94.534805,29.003876,-94.071236,29.178078,-134.741135,
